date,region,state,cases,deaths
4/22/2020,Sudeste,Minas Gerais,1283,47
4/22/2020,Sudeste,Rio de Janeiro,5552,490
4/22/2020,Sudeste,São Paulo,15914,1134
4/22/2020,Sul,Paraná,1063,57
4/22/2020,Sul,Rio Grande do Sul,923,27
4/22/2020,Sul,Santa Catarina,1091,37
4/23/2020,Centro-Oeste,Distrito Federal,963,25
4/23/2020,Centro-Oeste,Goiás,453,23
4/23/2020,Centro-Oeste,Mato Grosso,221,7
4/23/2020,Centro-Oeste,Mato Grosso do Sul,186,7
4/23/2020,Nordeste,Alagoas,324,22
4/23/2020,Nordeste,Bahia,1789,59
4/23/2020,Nordeste,Ceará,4598,266
4/23/2020,Nordeste,Maranhão,1757,76
4/23/2020,Nordeste,Paraíba,345,40
4/23/2020,Nordeste,Pernambuco,3519,312
4/23/2020,Nordeste,Piauí,217,15
4/23/2020,Nordeste,Rio Grande do Norte,708,34
4/23/2020,Nordeste,Sergipe,124,8
4/23/2020,Norte,Acre,227,10
4/23/2020,Norte,Amapá,548,16
4/23/2020,Norte,Amazonas,2888,234
4/23/2020,Norte,Pará,1267,53
4/23/2020,Norte,Rondônia,250,5
4/23/2020,Norte,Roraima,297,3
4/23/2020,Norte,Tocantins,37,2
4/23/2020,Sudeste,Espírito Santo,1363,42
4/23/2020,Sudeste,Minas Gerais,1308,51
4/23/2020,Sudeste,Rio de Janeiro,6172,530
4/23/2020,Sudeste,São Paulo,16740,1345
4/23/2020,Sul,Paraná,1082,60
4/23/2020,Sul,Rio Grande do Sul,994,29
4/23/2020,Sul,Santa Catarina,1115,39
4/24/2020,Centro-Oeste,Distrito Federal,989,26
4/24/2020,Centro-Oeste,Goiás,486,24
4/24/2020,Centro-Oeste,Mato Grosso,240,8
4/24/2020,Centro-Oeste,Mato Grosso do Sul,213,7
4/24/2020,Nordeste,Alagoas,413,27
4/24/2020,Nordeste,Bahia,1962,64
4/24/2020,Nordeste,Ceará,4800,284
4/24/2020,Nordeste,Maranhão,1951,88
4/24/2020,Nordeste,Paraíba,386,44
4/24/2020,Nordeste,Pernambuco,3999,352
4/24/2020,Nordeste,Piauí,256,16
4/24/2020,Nordeste,Rio Grande do Norte,754,38
4/24/2020,Nordeste,Sergipe,144,8
4/24/2020,Norte,Acre,234,11
4/24/2020,Norte,Amapá,633,18
4/24/2020,Norte,Amazonas,3194,255
4/24/2020,Norte,Pará,1446,75
4/24/2020,Norte,Rondônia,290,5
4/24/2020,Norte,Roraima,304,3
4/24/2020,Norte,Tocantins,43,2
4/24/2020,Sudeste,Espírito Santo,1381,42
4/24/2020,Sudeste,Minas Gerais,1419,54
4/24/2020,Sudeste,Rio de Janeiro,6282,570
4/24/2020,Sudeste,São Paulo,17826,1512
4/24/2020,Sul,Paraná,1119,64
4/24/2020,Sul,Rio Grande do Sul,1061,31
4/24/2020,Sul,Santa Catarina,1170,42
4/25/2020,Centro-Oeste,Distrito Federal,1013,26
4/25/2020,Centro-Oeste,Goiás,506,25
4/25/2020,Centro-Oeste,Mato Grosso,247,9
4/25/2020,Centro-Oeste,Mato Grosso do Sul,217,7
4/25/2020,Nordeste,Alagoas,501,29
4/25/2020,Nordeste,Bahia,2081,70
4/25/2020,Nordeste,Ceará,5421,310
4/25/2020,Nordeste,Maranhão,2105,100
4/25/2020,Nordeste,Paraíba,447,46
4/25/2020,Nordeste,Pernambuco,4507,381
4/25/2020,Nordeste,Piauí,297,17
4/25/2020,Nordeste,Rio Grande do Norte,781,40
4/25/2020,Nordeste,Sergipe,153,9
4/25/2020,Norte,Acre,258,11
4/25/2020,Norte,Amapá,685,19
4/25/2020,Norte,Amazonas,3635,287
4/25/2020,Norte,Pará,1579,86
4/25/2020,Norte,Rondônia,328,7
4/25/2020,Norte,Roraima,345,3
4/25/2020,Norte,Tocantins,50,2
4/25/2020,Sudeste,Espírito Santo,1595,47
4/25/2020,Sudeste,Minas Gerais,1481,58
4/25/2020,Sudeste,Rio de Janeiro,6828,615
4/25/2020,Sudeste,São Paulo,20004,1667
4/25/2020,Sul,Paraná,1140,69
4/25/2020,Sul,Rio Grande do Sul,1096,34
4/25/2020,Sul,Santa Catarina,1209,42
4/26/2020,Centro-Oeste,Distrito Federal,1066,27
4/26/2020,Centro-Oeste,Goiás,573,25
4/26/2020,Centro-Oeste,Mato Grosso,250,9
4/26/2020,Centro-Oeste,Mato Grosso do Sul,234,7
4/26/2020,Nordeste,Alagoas,554,32
4/26/2020,Nordeste,Bahia,2209,73
4/26/2020,Nordeste,Ceará,5833,327
4/26/2020,Nordeste,Maranhão,2223,112
4/26/2020,Nordeste,Paraíba,499,49
4/26/2020,Nordeste,Pernambuco,4898,415
4/26/2020,Nordeste,Piauí,331,18
4/26/2020,Nordeste,Rio Grande do Norte,825,44
4/26/2020,Nordeste,Sergipe,159,9
4/26/2020,Norte,Acre,279,11
4/26/2020,Norte,Amapá,798,21
4/26/2020,Norte,Amazonas,3833,304
4/26/2020,Norte,Pará,1867,100
4/26/2020,Norte,Rondônia,364,10
4/26/2020,Norte,Roraima,401,4
4/26/2020,Norte,Tocantins,58,2
4/26/2020,Sudeste,Espírito Santo,1703,51
4/26/2020,Sudeste,Minas Gerais,1548,61
4/26/2020,Sudeste,Rio de Janeiro,7111,645
4/26/2020,Sudeste,São Paulo,20715,1700
4/26/2020,Sul,Paraná,1156,72
4/26/2020,Sul,Rio Grande do Sul,1166,35
4/26/2020,Sul,Santa Catarina,1235,42
4/27/2020,Centro-Oeste,Distrito Federal,1146,27
4/27/2020,Centro-Oeste,Goiás,616,26
4/27/2020,Centro-Oeste,Mato Grosso,257,10
4/27/2020,Centro-Oeste,Mato Grosso do Sul,238,9
4/27/2020,Nordeste,Alagoas,643,34
4/27/2020,Nordeste,Bahia,2354,76
4/27/2020,Nordeste,Ceará,6726,390
4/27/2020,Nordeste,Maranhão,2410,125
4/27/2020,Nordeste,Paraíba,543,50
4/27/2020,Nordeste,Pernambuco,5358,450
4/27/2020,Nordeste,Piauí,364,20
4/27/2020,Nordeste,Rio Grande do Norte,832,45
4/27/2020,Nordeste,Sergipe,197,10
4/27/2020,Norte,Acre,279,14
4/27/2020,Norte,Amapá,842,26
4/27/2020,Norte,Amazonas,3928,320
4/27/2020,Norte,Pará,2128,114
4/27/2020,Norte,Rondônia,393,10
4/27/2020,Norte,Roraima,407,4
4/27/2020,Norte,Tocantins,67,2
4/27/2020,Sudeste,Espírito Santo,1796,57
4/27/2020,Sudeste,Minas Gerais,1586,62
4/27/2020,Sudeste,Rio de Janeiro,7944,677
4/27/2020,Sudeste,São Paulo,21696,1825
4/27/2020,Sul,Paraná,1186,75
4/27/2020,Sul,Rio Grande do Sul,1228,42
4/27/2020,Sul,Santa Catarina,1337,43
4/28/2020,Centro-Oeste,Distrito Federal,1213,28
4/28/2020,Centro-Oeste,Goiás,661,27
4/28/2020,Centro-Oeste,Mato Grosso,261,11
4/28/2020,Centro-Oeste,Mato Grosso do Sul,240,9
4/28/2020,Nordeste,Alagoas,777,36
4/28/2020,Nordeste,Bahia,2540,86
4/28/2020,Nordeste,Ceará,6918,403
4/28/2020,Nordeste,Maranhão,2528,145
4/28/2020,Nordeste,Paraíba,633,53
4/28/2020,Nordeste,Pernambuco,5724,508
4/28/2020,Nordeste,Piauí,408,21
4/28/2020,Nordeste,Rio Grande do Norte,857,48
4/28/2020,Nordeste,Sergipe,280,11
4/28/2020,Norte,Acre,311,16
4/28/2020,Norte,Amapá,918,28
4/28/2020,Norte,Amazonas,4337,351
4/28/2020,Norte,Pará,2262,129
4/28/2020,Norte,Rondônia,413,11
4/28/2020,Norte,Roraima,425,6
4/28/2020,Norte,Tocantins,79,2
4/28/2020,Sudeste,Espírito Santo,1874,64
4/28/2020,Sudeste,Minas Gerais,1649,71
4/28/2020,Sudeste,Rio de Janeiro,8504,738
4/28/2020,Sudeste,São Paulo,24041,2049
4/28/2020,Sul,Paraná,1271,77
4/28/2020,Sul,Rio Grande do Sul,1286,45
4/28/2020,Sul,Santa Catarina,1476,44
4/29/2020,Centro-Oeste,Distrito Federal,1275,28
4/29/2020,Centro-Oeste,Goiás,705,27
4/29/2020,Centro-Oeste,Mato Grosso,292,11
4/29/2020,Centro-Oeste,Mato Grosso do Sul,249,9
4/29/2020,Nordeste,Alagoas,957,41
4/29/2020,Nordeste,Bahia,2646,96
4/29/2020,Nordeste,Ceará,7267,441
4/29/2020,Nordeste,Maranhão,2804,166
4/29/2020,Nordeste,Paraíba,699,58
4/29/2020,Nordeste,Pernambuco,6194,538
4/29/2020,Nordeste,Piauí,454,24
4/29/2020,Nordeste,Rio Grande do Norte,1086,53
4/29/2020,Nordeste,Sergipe,337,12
4/29/2020,Norte,Acre,354,17
4/29/2020,Norte,Amapá,1016,31
4/29/2020,Norte,Amazonas,4801,380
4/29/2020,Norte,Pará,2422,137
4/29/2020,Norte,Rondônia,433,15
4/29/2020,Norte,Roraima,452,6
4/29/2020,Norte,Tocantins,116,3
4/29/2020,Sudeste,Espírito Santo,2107,76
4/29/2020,Sudeste,Minas Gerais,1758,80
4/29/2020,Sudeste,Rio de Janeiro,8869,794
4/29/2020,Sudeste,São Paulo,26158,2247
4/29/2020,Sul,Paraná,1348,82
4/29/2020,Sul,Rio Grande do Sul,1368,50
4/29/2020,Sul,Santa Catarina,1995,44
4/30/2020,Centro-Oeste,Distrito Federal,1356,30
4/30/2020,Centro-Oeste,Goiás,781,29
4/30/2020,Centro-Oeste,Mato Grosso,297,11
4/30/2020,Centro-Oeste,Mato Grosso do Sul,255,9
4/30/2020,Nordeste,Alagoas,1044,47
4/30/2020,Nordeste,Bahia,2851,104
4/30/2020,Nordeste,Ceará,7606,482
4/30/2020,Nordeste,Maranhão,3190,184
4/30/2020,Nordeste,Paraíba,814,62
4/30/2020,Nordeste,Pernambuco,6876,565
4/30/2020,Nordeste,Piauí,513,24
4/30/2020,Nordeste,Rio Grande do Norte,1177,56
4/30/2020,Nordeste,Sergipe,447,12
4/30/2020,Norte,Acre,404,19
4/30/2020,Norte,Amapá,1080,34
4/30/2020,Norte,Amazonas,5254,425
4/30/2020,Norte,Pará,2876,208
4/30/2020,Norte,Rondônia,502,16
4/30/2020,Norte,Roraima,519,7
4/30/2020,Norte,Tocantins,137,3
4/30/2020,Sudeste,Espírito Santo,2465,83
4/30/2020,Sudeste,Minas Gerais,1827,82
4/30/2020,Sudeste,Rio de Janeiro,9453,854
4/30/2020,Sudeste,São Paulo,28698,2375
4/30/2020,Sul,Paraná,1407,83
4/30/2020,Sul,Rio Grande do Sul,1466,51
4/30/2020,Sul,Santa Catarina,2085,46
5/1/2020,Centro-Oeste,Distrito Federal,1466,30
5/1/2020,Centro-Oeste,Goiás,808,29
5/1/2020,Centro-Oeste,Mato Grosso,320,11
5/1/2020,Centro-Oeste,Mato Grosso do Sul,261,9
5/1/2020,Nordeste,Alagoas,1226,53
5/1/2020,Nordeste,Bahia,3085,117
5/1/2020,Nordeste,Ceará,7879,505
5/1/2020,Nordeste,Maranhão,3506,204
5/1/2020,Nordeste,Paraíba,926,67
5/1/2020,Nordeste,Pernambuco,7334,603
5/1/2020,Nordeste,Piauí,600,24
5/1/2020,Nordeste,Rio Grande do Norte,1297,56
5/1/2020,Nordeste,Sergipe,517,14
5/1/2020,Norte,Acre,486,19
5/1/2020,Norte,Amapá,1121,37
5/1/2020,Norte,Amazonas,5723,476
5/1/2020,Norte,Pará,3176,235
5/1/2020,Norte,Rondônia,585,18
5/1/2020,Norte,Roraima,602,8
5/1/2020,Norte,Tocantins,164,3
5/1/2020,Sudeste,Espírito Santo,2662,96
5/1/2020,Sudeste,Minas Gerais,1935,88
5/1/2020,Sudeste,Rio de Janeiro,10166,921
5/1/2020,Sudeste,São Paulo,30374,2511
5/1/2020,Sul,Paraná,1447,89
5/1/2020,Sul,Rio Grande do Sul,1529,58
5/1/2020,Sul,Santa Catarina,2104,48
5/2/2020,Centro-Oeste,Distrito Federal,1566,31
5/2/2020,Centro-Oeste,Goiás,825,30
5/2/2020,Centro-Oeste,Mato Grosso,331,12
5/2/2020,Centro-Oeste,Mato Grosso do Sul,266,9
5/2/2020,Nordeste,Alagoas,1372,58
5/2/2020,Nordeste,Bahia,3267,123
5/2/2020,Nordeste,Ceará,8231,614
5/2/2020,Nordeste,Maranhão,3805,224
5/2/2020,Nordeste,Paraíba,1034,74
5/2/2020,Nordeste,Pernambuco,8145,628
5/2/2020,Nordeste,Piauí,665,26
5/2/2020,Nordeste,Rio Grande do Norte,1366,59
5/2/2020,Nordeste,Sergipe,601,14
5/2/2020,Norte,Acre,553,21
5/2/2020,Norte,Amapá,1187,40
5/2/2020,Norte,Amazonas,6062,501
5/2/2020,Norte,Pará,3460,273
5/2/2020,Norte,Rondônia,653,23
5/2/2020,Norte,Roraima,668,9
5/2/2020,Norte,Tocantins,191,4
5/2/2020,Sudeste,Espírito Santo,2948,102
5/2/2020,Sudeste,Minas Gerais,2023,88
5/2/2020,Sudeste,Rio de Janeiro,10546,971
5/2/2020,Sudeste,São Paulo,31174,2586
5/2/2020,Sul,Paraná,1492,90
5/2/2020,Sul,Rio Grande do Sul,1619,62
5/2/2020,Sul,Santa Catarina,2346,52
5/3/2020,Centro-Oeste,Distrito Federal,1649,33
5/3/2020,Centro-Oeste,Goiás,850,30
5/3/2020,Centro-Oeste,Mato Grosso,337,12
5/3/2020,Centro-Oeste,Mato Grosso do Sul,272,10
5/3/2020,Nordeste,Alagoas,1441,64
5/3/2020,Nordeste,Bahia,3495,123
5/3/2020,Nordeste,Ceará,8370,663
5/3/2020,Nordeste,Maranhão,4040,237
5/3/2020,Nordeste,Paraíba,1169,76
5/3/2020,Nordeste,Pernambuco,8643,652
5/3/2020,Nordeste,Piauí,742,28
5/3/2020,Nordeste,Rio Grande do Norte,1392,61
5/3/2020,Nordeste,Sergipe,730,14
5/3/2020,Norte,Acre,657,24
5/3/2020,Norte,Amapá,1482,43
5/3/2020,Norte,Amazonas,6683,548
5/3/2020,Norte,Pará,3863,309
5/3/2020,Norte,Rondônia,705,24
5/3/2020,Norte,Roraima,740,11
5/3/2020,Norte,Tocantins,246,4
5/3/2020,Sudeste,Espírito Santo,3086,114
5/3/2020,Sudeste,Minas Gerais,2118,89
5/3/2020,Sudeste,Rio de Janeiro,11139,1019
5/3/2020,Sudeste,São Paulo,31772,2627
5/3/2020,Sul,Paraná,1514,93
5/3/2020,Sul,Rio Grande do Sul,1666,65
5/3/2020,Sul,Santa Catarina,2346,52
5/4/2020,Centro-Oeste,Distrito Federal,1768,33
5/4/2020,Centro-Oeste,Goiás,861,30
5/4/2020,Centro-Oeste,Mato Grosso,344,13
5/4/2020,Centro-Oeste,Mato Grosso do Sul,274,10
5/4/2020,Nordeste,Alagoas,1538,72
5/4/2020,Nordeste,Bahia,3734,141
5/4/2020,Nordeste,Ceará,11040,712
5/4/2020,Nordeste,Maranhão,4227,249
5/4/2020,Nordeste,Paraíba,1219,79
5/4/2020,Nordeste,Pernambuco,8863,691
5/4/2020,Nordeste,Piauí,784,28
5/4/2020,Nordeste,Rio Grande do Norte,1421,62
5/4/2020,Nordeste,Sergipe,772,17
5/4/2020,Norte,Acre,733,28
5/4/2020,Norte,Amapá,1733,49
5/4/2020,Norte,Amazonas,7242,584
5/4/2020,Norte,Pará,4125,330
5/4/2020,Norte,Rondônia,756,25
5/4/2020,Norte,Roraima,806,11
5/4/2020,Norte,Tocantins,267,6
5/4/2020,Sudeste,Espírito Santo,3226,122
5/4/2020,Sudeste,Minas Gerais,2347,90
5/4/2020,Sudeste,Rio de Janeiro,11721,1065
5/4/2020,Sudeste,São Paulo,32187,2654
5/4/2020,Sul,Paraná,1562,94
5/4/2020,Sul,Rio Grande do Sul,1711,74
5/4/2020,Sul,Santa Catarina,2519,52
5/5/2020,Centro-Oeste,Distrito Federal,1818,33
5/5/2020,Centro-Oeste,Goiás,922,38
5/5/2020,Centro-Oeste,Mato Grosso,365,13
5/5/2020,Centro-Oeste,Mato Grosso do Sul,283,10
5/5/2020,Nordeste,Alagoas,1606,80
5/5/2020,Nordeste,Bahia,4040,146
5/5/2020,Nordeste,Ceará,11470,795
5/5/2020,Nordeste,Maranhão,4530,271
5/5/2020,Nordeste,Paraíba,1361,85
5/5/2020,Nordeste,Pernambuco,9325,749
5/5/2020,Nordeste,Piauí,875,29
5/5/2020,Nordeste,Rio Grande do Norte,1536,68
5/5/2020,Nordeste,Sergipe,898,21
5/5/2020,Norte,Acre,817,29
5/5/2020,Norte,Amapá,1931,55
5/5/2020,Norte,Amazonas,8109,649
5/5/2020,Norte,Pará,4472,369
5/5/2020,Norte,Rondônia,861,29
5/5/2020,Norte,Roraima,869,11
5/5/2020,Norte,Tocantins,303,7
5/5/2020,Sudeste,Espírito Santo,3402,133
5/5/2020,Sudeste,Minas Gerais,2452,94
5/5/2020,Sudeste,Rio de Janeiro,12391,1123
5/5/2020,Sudeste,São Paulo,34053,2851
5/5/2020,Sul,Paraná,1588,99
5/5/2020,Sul,Rio Grande do Sul,1815,79
5/5/2020,Sul,Santa Catarina,2623,55
5/6/2020,Centro-Oeste,Distrito Federal,1906,34
5/6/2020,Centro-Oeste,Goiás,1024,45
5/6/2020,Centro-Oeste,Mato Grosso,379,13
5/6/2020,Centro-Oeste,Mato Grosso do Sul,288,10
5/6/2020,Nordeste,Alagoas,1703,89
5/6/2020,Nordeste,Bahia,4301,160
5/6/2020,Nordeste,Ceará,12304,848
5/6/2020,Nordeste,Maranhão,5028,291
5/6/2020,Nordeste,Paraíba,1493,92
5/6/2020,Nordeste,Pernambuco,9881,803
5/6/2020,Nordeste,Piauí,949,30
5/6/2020,Nordeste,Rio Grande do Norte,1574,72
5/6/2020,Nordeste,Sergipe,998,23
5/6/2020,Norte,Acre,943,33
5/6/2020,Norte,Amapá,2046,56
5/6/2020,Norte,Amazonas,9243,751
5/6/2020,Norte,Pará,5017,392
5/6/2020,Norte,Rondônia,943,33
5/6/2020,Norte,Roraima,932,13
5/6/2020,Norte,Tocantins,351,9
5/6/2020,Sudeste,Espírito Santo,3568,145
5/6/2020,Sudeste,Minas Gerais,2605,97
5/6/2020,Sudeste,Rio de Janeiro,13295,1205
5/6/2020,Sudeste,São Paulo,37853,3045
5/6/2020,Sul,Paraná,1627,101
5/6/2020,Sul,Rio Grande do Sul,2050,87
5/6/2020,Sul,Santa Catarina,2917,59
5/7/2020,Centro-Oeste,Distrito Federal,2258,35
5/7/2020,Centro-Oeste,Goiás,1027,44
5/7/2020,Centro-Oeste,Mato Grosso,417,13
5/7/2020,Centro-Oeste,Mato Grosso do Sul,311,10
5/7/2020,Nordeste,Alagoas,1867,98
5/7/2020,Nordeste,Bahia,4528,165
5/7/2020,Nordeste,Ceará,13888,903
5/7/2020,Nordeste,Maranhão,5389,305
5/7/2020,Nordeste,Paraíba,1657,101
5/7/2020,Nordeste,Pernambuco,10824,845
5/7/2020,Nordeste,Piauí,1051,35
5/7/2020,Nordeste,Rio Grande do Norte,1739,76
5/7/2020,Nordeste,Sergipe,1214,25
5/7/2020,Norte,Acre,1014,36
5/7/2020,Norte,Amapá,2199,61
5/7/2020,Norte,Amazonas,10099,806
5/7/2020,Norte,Pará,5524,410
5/7/2020,Norte,Rondônia,1098,37
5/7/2020,Norte,Roraima,1020,14
5/7/2020,Norte,Tocantins,423,9
5/7/2020,Sudeste,Espírito Santo,3838,155
5/7/2020,Sudeste,Minas Gerais,2770,106
5/7/2020,Sudeste,Rio de Janeiro,14156,1394
5/7/2020,Sudeste,São Paulo,39928,3206
5/7/2020,Sul,Paraná,1656,104
5/7/2020,Sul,Rio Grande do Sul,2129,90
5/7/2020,Sul,Santa Catarina,3082,63
5/8/2020,Centro-Oeste,Distrito Federal,2442,37
5/8/2020,Centro-Oeste,Goiás,1053,49
5/8/2020,Centro-Oeste,Mato Grosso,457,14
5/8/2020,Centro-Oeste,Mato Grosso do Sul,326,11
5/8/2020,Nordeste,Alagoas,2033,108
5/8/2020,Nordeste,Bahia,4818,183
5/8/2020,Nordeste,Ceará,14956,966
5/8/2020,Nordeste,Maranhão,5909,330
5/8/2020,Nordeste,Paraíba,2031,114
5/8/2020,Nordeste,Pernambuco,11587,927
5/8/2020,Nordeste,Piauí,1131,37
5/8/2020,Nordeste,Rio Grande do Norte,1821,81
5/8/2020,Nordeste,Sergipe,1438,28
5/8/2020,Norte,Acre,1177,38
5/8/2020,Norte,Amapá,2322,66
5/8/2020,Norte,Amazonas,10727,874
5/8/2020,Norte,Pará,6141,515
5/8/2020,Norte,Rondônia,1222,39
5/8/2020,Norte,Roraima,1124,16
5/8/2020,Norte,Tocantins,494,9
5/8/2020,Sudeste,Espírito Santo,4242,165
5/8/2020,Sudeste,Minas Gerais,2943,111
5/8/2020,Sudeste,Rio de Janeiro,15741,1503
5/8/2020,Sudeste,São Paulo,41830,3416
5/8/2020,Sul,Paraná,1711,106
5/8/2020,Sul,Rio Grande do Sul,2447,91
5/8/2020,Sul,Santa Catarina,3205,63
5/9/2020,Centro-Oeste,Distrito Federal,2576,39
5/9/2020,Centro-Oeste,Goiás,1069,47
5/9/2020,Centro-Oeste,Mato Grosso,502,16
5/9/2020,Centro-Oeste,Mato Grosso do Sul,346,11
5/9/2020,Nordeste,Alagoas,2172,114
5/9/2020,Nordeste,Bahia,5174,196
5/9/2020,Nordeste,Ceará,15879,1062
5/9/2020,Nordeste,Maranhão,6765,355
5/9/2020,Nordeste,Paraíba,2156,124
5/9/2020,Nordeste,Pernambuco,12470,972
5/9/2020,Nordeste,Piauí,1233,38
5/9/2020,Nordeste,Rio Grande do Norte,1919,87
5/9/2020,Nordeste,Sergipe,1588,33
5/9/2020,Norte,Acre,1335,39
5/9/2020,Norte,Amapá,2493,69
5/9/2020,Norte,Amazonas,11925,962
5/9/2020,Norte,Pará,6775,578
5/9/2020,Norte,Rondônia,1263,41
5/9/2020,Norte,Roraima,1202,18
5/9/2020,Norte,Tocantins,572,9
5/9/2020,Sudeste,Espírito Santo,4412,172
5/9/2020,Sudeste,Minas Gerais,3123,118
5/9/2020,Sudeste,Rio de Janeiro,16929,1653
5/9/2020,Sudeste,São Paulo,44411,3608
5/9/2020,Sul,Paraná,1785,107
5/9/2020,Sul,Rio Grande do Sul,2493,95
5/9/2020,Sul,Santa Catarina,3372,64
5/10/2020,Centro-Oeste,Distrito Federal,2682,42
5/10/2020,Centro-Oeste,Goiás,1093,47
5/10/2020,Centro-Oeste,Mato Grosso,519,18
5/10/2020,Centro-Oeste,Mato Grosso do Sul,362,11
5/10/2020,Nordeste,Alagoas,2258,126
5/10/2020,Nordeste,Bahia,5558,202
5/10/2020,Nordeste,Ceará,16692,1114
5/10/2020,Nordeste,Maranhão,7599,379
5/10/2020,Nordeste,Paraíba,2341,135
5/10/2020,Nordeste,Pernambuco,13275,1047
5/10/2020,Nordeste,Piauí,1278,42
5/10/2020,Nordeste,Rio Grande do Norte,1928,88
5/10/2020,Nordeste,Sergipe,1771,34
5/10/2020,Norte,Acre,1447,41
5/10/2020,Norte,Amapá,2613,72
5/10/2020,Norte,Amazonas,12599,1004
5/10/2020,Norte,Pará,7256,652
5/10/2020,Norte,Rondônia,1302,43
5/10/2020,Norte,Roraima,1290,21
5/10/2020,Norte,Tocantins,688,11
5/10/2020,Sudeste,Espírito Santo,4599,181
5/10/2020,Sudeste,Minas Gerais,3237,119
5/10/2020,Sudeste,Rio de Janeiro,17062,1714
5/10/2020,Sudeste,São Paulo,45444,3709
5/10/2020,Sul,Paraná,1835,109
5/10/2020,Sul,Rio Grande do Sul,2542,97
5/10/2020,Sul,Santa Catarina,3429,65
